county_fips,county_name,state_abbreviation,office_type,local_title,category,seats,term_years,first_name,last_name,party,email,phone,appointment_type,term_start,term_end,first_seen_at,last_verified_at,confidence_score
53003,Asotin County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Curt,Liedkie,,,(509) 243-2061,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53003,Asotin County,WA,Commissioner,Commissioner,legislative,3,4,Chris,Seubert,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53003,Asotin County,WA,Commissioner,Commissioner,legislative,3,4,Brian,Shinn,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53003,Asotin County,WA,Commissioner,Commissioner,legislative,3,4,Charles (Chuck),Whitman,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53005,Benton County,WA,Assessor,Assessor,administrative,1,4,Bill,Spencer,,,(509) 735-2394,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53005,Benton County,WA,Auditor,Auditor,administrative,1,4,Brenda,Chilton,,,(509) 736-2707,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53005,Benton County,WA,Clerk,Clerk,administrative,1,4,Josie,Delvin,,,(509) 735-8388,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53005,Benton County,WA,Coroner,Coroner,administrative,1,4,Bill,Leach,,,(509) 222-3720,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53005,Benton County,WA,Treasurer,Treasurer,administrative,1,4,Kenneth,Spencer,,,(509) 786-2255,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53005,Benton County,WA,Sheriff,Sheriff,executive,1,4,Tom,Croskrey,,,(509) 735-6555,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53005,Benton County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Eric,Eisinger,,,(509) 735-3591,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53005,Benton County,WA,Commissioner,Commissioner,legislative,3,4,Michael,Alvarez,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53005,Benton County,WA,Commissioner,Commissioner,legislative,3,4,Jerome,Delvin,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53005,Benton County,WA,Commissioner,Commissioner,legislative,3,4,Will,McKay,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53007,Chelan County,WA,Assessor,Assessor,administrative,1,4,Wes,Cornelius,,,(509) 667-6365,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53007,Chelan County,WA,Auditor,Auditor,administrative,1,4,Skip,Moore,,,(509) 667-6800,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53007,Chelan County,WA,Clerk,Clerk,administrative,1,4,Marty,Young,,,(509) 667-6380,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53007,Chelan County,WA,Coroner,Coroner,administrative,1,4,Wayne E.,Harris,,,(509) 667-6431,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53007,Chelan County,WA,Treasurer,Treasurer,administrative,1,4,David,Griffiths,,,(509) 667-6405,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53007,Chelan County,WA,Sheriff,Sheriff,executive,1,4,Michael,Morrison,,,(509) 667-6850,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53007,Chelan County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Robert,Sealby,,,(509) 667-6202,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53007,Chelan County,WA,Commissioner,Commissioner,legislative,3,4,Brad,Hawkins,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53007,Chelan County,WA,Commissioner,Commissioner,legislative,3,4,Kevin,Overbay,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53007,Chelan County,WA,Commissioner,Commissioner,legislative,3,4,Shon,Smith,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53009,Clallam County,WA,Assessor,Assessor,administrative,1,4,Pamela,Rushton,,,(360) 417-2228,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53009,Clallam County,WA,Auditor,Auditor,administrative,1,4,Shoona,Riggs,,,(360) 417-2222,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53009,Clallam County,WA,Clerk,Clerk,administrative,1,4,Nikki,Botnen,,,(360) 417-2231,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53009,Clallam County,WA,Coroner,Coroner,administrative,1,4,David,Neupert,,,(360) 565-2669,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53009,Clallam County,WA,Treasurer,Treasurer,administrative,1,4,Jennifer,White,,,(360) 417-2248,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53009,Clallam County,WA,Sheriff,Sheriff,executive,1,4,Brian,King,,,(360) 417-2464,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53009,Clallam County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Mark,Nichols,,,(360) 565-2611,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53009,Clallam County,WA,Commissioner,Commissioner,legislative,3,4,Mike,French,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53009,Clallam County,WA,Commissioner,Commissioner,legislative,3,4,Randy,Johnson,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53009,Clallam County,WA,Commissioner,Commissioner,legislative,3,4,Mark,Ozias,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53011,Clark County,WA,Assessor,Assessor,administrative,1,4,Peter,Van Nortwick,,,(564) 397-2391,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53011,Clark County,WA,Auditor,Auditor,administrative,1,4,Greg,Kimsey,,,(564) 397-2241,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53011,Clark County,WA,Clerk,Clerk,administrative,1,4,Scott,Weber,,,(564) 397-2287,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53011,Clark County,WA,Coroner,Medical Examiner,administrative,1,4,Martha,Burt,,,(564) 397-2595,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53011,Clark County,WA,Treasurer,Treasurer,administrative,1,4,Alishia,Topper,,,(564) 397-4452,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53011,Clark County,WA,Sheriff,Sheriff,executive,1,4,John,Horch,,,(564) 397-2211,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53011,Clark County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Tony,Golik,,,(564) 397-2261,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53011,Clark County,WA,Commissioner,Councilor,legislative,5,4,Michelle,Belkot,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53011,Clark County,WA,Commissioner,Councilor,legislative,5,4,Wil,Fuentes,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53011,Clark County,WA,Commissioner,Councilor,legislative,5,4,Matt,Little,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53011,Clark County,WA,Commissioner,Councilor,legislative,5,4,Sue,Marshall,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53011,Clark County,WA,Commissioner,Councilor,legislative,5,4,Glen,Yung,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53013,Columbia County,WA,Assessor,Assessor,administrative,1,4,Tammy,Ketterman,,,(509) 382-2131,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53013,Columbia County,WA,Auditor,Auditor,administrative,1,4,Will,Hutchens,,,(509) 382-4541,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53013,Columbia County,WA,Clerk,Clerk,administrative,1,4,Krissy,Chapman,,,(509) 382-4321,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53013,Columbia County,WA,Coroner,Coroner,administrative,1,4,Maci,Hopwood,,,(509) 386-7214,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53013,Columbia County,WA,Treasurer,Treasurer,administrative,1,4,Carla,Rowe,,,(509) 382-2641,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53013,Columbia County,WA,Sheriff,Sheriff,executive,1,4,Joe,Helm,,,(509) 382-2518,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53013,Columbia County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,C Dale,Slack,,,(509) 382-1197,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53013,Columbia County,WA,Commissioner,Commissioner,legislative,3,4,Marty,Hall,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53013,Columbia County,WA,Commissioner,Commissioner,legislative,3,4,Jack,Miller,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53013,Columbia County,WA,Commissioner,Commissioner,legislative,3,4,Ryan,Rundell,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53015,Cowlitz County,WA,Assessor,Assessor,administrative,1,4,Emily,Wilcox,,,(360) 577-3010,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53015,Cowlitz County,WA,Auditor,Auditor,administrative,1,4,Carolyn,Fundingsland,,,(360) 442-7097,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53015,Cowlitz County,WA,Clerk,Clerk,administrative,1,4,Staci,Myklebust,,,(360) 577-3016,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53015,Cowlitz County,WA,Coroner,Coroner,administrative,1,4,Dana,Tucker,,,(360) 577-3079,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53015,Cowlitz County,WA,Treasurer,Treasurer,administrative,1,4,Debra,Gardner,,,(360) 577-3059 Ext. 2690,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53015,Cowlitz County,WA,Sheriff,Sheriff,executive,1,4,Brad,Thurman,,,(360) 577-3092,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53015,Cowlitz County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Ryan,Jurvakainen,,,(360) 577-3080,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53015,Cowlitz County,WA,Commissioner,Commissioner,legislative,3,4,Richard,Dahl,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53015,Cowlitz County,WA,Commissioner,Commissioner,legislative,3,4,Steve,Ferrell,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53015,Cowlitz County,WA,Commissioner,Commissioner,legislative,3,4,Steve,Rader,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53017,Douglas County,WA,Assessor,Assessor,administrative,1,4,Jim,Ruud,,,(509) 745-8866 Ext. 6340,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53017,Douglas County,WA,Auditor,Auditor,administrative,1,4,Thad,Duvall,,,(509) 745-8527,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53017,Douglas County,WA,Clerk,Clerk,administrative,1,4,Jenn,Biggar,,,(509) 745-8529 Ext. 6434,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53017,Douglas County,WA,Coroner,Coroner,administrative,1,4,Tanner,Bateman,,,509-888-6382,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53017,Douglas County,WA,Treasurer,Treasurer,administrative,1,4,Felisha,Rosales,,,(509) 745-8525 Ext. 6429,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53017,Douglas County,WA,Sheriff,Sheriff,executive,1,4,Kevin,Morris,,,(509) 884-0941,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53017,Douglas County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Sean,Lewis,,,(509) 745-8535,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53017,Douglas County,WA,Commissioner,Commissioner,legislative,3,4,Randy,Agnew,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53017,Douglas County,WA,Commissioner,Commissioner,legislative,3,4,Marc,Straub,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53017,Douglas County,WA,Commissioner,Commissioner,legislative,3,4,Dan,Sutton,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53019,Ferry County,WA,Assessor,Assessor,administrative,1,4,Rachel,Siracuse,,,(509) 775-5225 Ext. 1126,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53019,Ferry County,WA,Auditor,Auditor,administrative,1,4,Dianna,Galvan,,,(509) 775-5225 Ext. 1137,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53019,Ferry County,WA,Clerk,Clerk,administrative,1,4,Melanie,Breezee,,,(509) 775-5225 Ext. 1143,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53019,Ferry County,WA,Treasurer,Treasurer,administrative,1,4,Shannon,Jensen,,,(509) 775-5225 Ext. 1125,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53019,Ferry County,WA,Sheriff,Sheriff,executive,1,4,Raymond,Maycumber,,,(509) 775-3136,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53019,Ferry County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Michael,Golden,,,(509) 775-5225 Ext. 2506,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53019,Ferry County,WA,Commissioner,Commissioner,legislative,3,4,Robert,Dean,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53019,Ferry County,WA,Commissioner,Commissioner,legislative,3,4,Teresa,Jenkins,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53019,Ferry County,WA,Commissioner,Commissioner,legislative,3,4,Zack,Trudell,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53021,Franklin County,WA,Assessor,Assessor,administrative,1,4,John,Rosenau,,,(509) 545-3506,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53021,Franklin County,WA,Auditor,Auditor,administrative,1,4,Matt,Beaton,,,(509) 545-3536,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53021,Franklin County,WA,Clerk,Clerk,administrative,1,4,Mike,Killian,,,(509) 545-3525,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53021,Franklin County,WA,Coroner,Coroner,administrative,1,4,Curtis,McGary,,,(509) 546-5812,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53021,Franklin County,WA,Treasurer,Treasurer,administrative,1,4,Josie,Koelzer,,,(509) 545-3518,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53021,Franklin County,WA,Sheriff,Sheriff,executive,1,4,Jim,Raymond,,,(509) 545-3501,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53021,Franklin County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Shawn,Sant,,,(509) 545-3543,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53021,Franklin County,WA,Commissioner,Commissioner,legislative,3,4,Steve,Bauman,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53021,Franklin County,WA,Commissioner,Commissioner,legislative,3,4,Clint,Didier,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53021,Franklin County,WA,Commissioner,Commissioner,legislative,3,4,Rocky,Mullen,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53023,Garfield County,WA,Assessor,Assessor,administrative,1,4,Brian,Bartels,,,(509) 843-3631,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53023,Garfield County,WA,Auditor,Auditor,administrative,1,4,McKenzie,Lueck,,,(509) 843-1411,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53023,Garfield County,WA,Clerk,Clerk,administrative,1,4,Marie,Gormsen,,,(509) 843-3731,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53023,Garfield County,WA,Coroner,Coroner,administrative,1,4,Lisa,Webber,,,(509) 243-2061,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53023,Garfield County,WA,Treasurer,Treasurer,administrative,1,4,Tereasa,Summers,,,(509) 843-1531,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53023,Garfield County,WA,Sheriff,Sheriff,executive,1,4,Drew,Hyer,,,(509) 843-3493,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53023,Garfield County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Matthew,Newberg,,,(509) 843-3082,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53023,Garfield County,WA,Commissioner,Commissioner,legislative,3,4,Justin,Dixon,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53023,Garfield County,WA,Commissioner,Commissioner,legislative,3,4,Larry,Ledgerwood,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53023,Garfield County,WA,Commissioner,Commissioner,legislative,3,4,Vonda,Mulrony,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53025,Grant County,WA,Assessor,Assessor,administrative,1,4,Melissa,McKnight,,,(509) 754-2011 Ext. 2610,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53025,Grant County,WA,Auditor,Auditor,administrative,1,4,Michele,Jaderlund,,,(509) 754-2011 Ext. 333,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53025,Grant County,WA,Clerk,Clerk,administrative,1,4,Kimberly,Allen,,,(509) 754-2011 Ext. 2818,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53025,Grant County,WA,Coroner,Coroner,administrative,1,4,Craig,Morrison,,,(509) 765-7601,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53025,Grant County,WA,Treasurer,Treasurer,administrative,1,4,Darryl,Pheasant,,,(509) 754-2011 Ext. 4253,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53025,Grant County,WA,Sheriff,Sheriff,executive,1,4,Joe,Kriete,,,(509) 750-2710,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53025,Grant County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Kevin,McCrae,,,(509) 754-2011 Ext. 455,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53025,Grant County,WA,Commissioner,Commissioner,legislative,3,4,Kevin,Burgess,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53025,Grant County,WA,Commissioner,Commissioner,legislative,3,4,Cindy,Carter,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53025,Grant County,WA,Commissioner,Commissioner,legislative,3,4,Rob,Jones,,,,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.72
53027,Grays Harbor County,WA,Assessor,Assessor,administrative,1,4,Dan,Lindgren,,,(360) 964-1536,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53027,Grays Harbor County,WA,Auditor,Auditor,administrative,1,4,Joe,MacLean,,,(360) 249-4232,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53027,Grays Harbor County,WA,Clerk,Clerk,administrative,1,4,Kym,Foster,,,(360) 249-3842,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53027,Grays Harbor County,WA,Coroner,Coroner,administrative,1,4,George,Kelley,,,(360) 537-6139,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53027,Grays Harbor County,WA,Treasurer,Treasurer,administrative,1,4,Shawn,Hill,,,(360) 964-1696,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53027,Grays Harbor County,WA,Sheriff,Sheriff,executive,1,4,Darrin,Wallace,,,(360) 249-3711,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
53027,Grays Harbor County,WA,Prosecuting Attorney,Prosecuting Attorney,judicial,1,4,Norma,Tillotson,,,(360) 249-3951,elected,,,2026-05-20T20:22:44.622086+00:00,2026-05-20T20:22:44.622086+00:00,0.85
